product_id,battery_capacity_mah_,headphone_form_factor,waterproof_standard,brand_name,volume_control,battery_charging_time,battery_indicator,charging_interface_type,chipset,codecs,control_method,game_atmosphere_light,material,private_mold,sound_quality,wireless_delay_time,product_name,charging_time
1601612566304,200-500mah,Semi-in-ear,IPX-4,OEM,No,1-3 hours,LED,Type-C,JL,APT-X,Touch Control,No Light,Plastic,No,"Bass Boost, High Fidelity (Hi-Fi), Stereo",31-40 ms,,
1601552982358,200-500mah,Semi-in-ear,No,BS,Yes,1-3 hours,Digital Display,Type-C,Zhongke Lanxun,,Touch Control,,Plastic,,High fidelity (hi-fi),30 Ms,,
1601045761824,1200,Semi-in-ear,IPX-5,FGCLSY,,,Digital Display,,Others,,,,Plastic,No,,31-40 ms,Wireless Headphone,
1601580590020,200-500mah,Semi-in-ear,IPX-4,OEM,Yes,1-3 hours,Digital Display,Type-C,Bluetrum,,Touch Control,,Plastic,Yes,"High Fidelity (Hi-Fi), Stereo",31-40 ms,,
1601690687952,200-500mah,Semi-in-ear,IPX-4,OEM,No,1-3 hours,LED,Type-C,Bluetrum,APT-X,Touch Control,RGB,Plastic,Yes,High Fidelity (Hi-Fi),31-40 ms,,
1601608143411,200-500mah,,IPX-5,starsky,,1-3 hours,LED,,,,Touch Control,,ABS Plastic,Yes,,,,1~2 Hours
1601517281640,200-500mah,Semi-in-ear,IPX-4,Trulyway,Yes,1-3 hours,LED,Type-C,,,Touch Control,,ABS+PC,No,Stereo,31-40 ms,ENC TWS Bluetooth Sports Earphone Wireless in Ear Headphones,
1601233704168,250mah,Open-ear,IPX-4,Yotosan,Yes,1-3 hours,LED,Type-C,JL,LC3,,,ABS,Yes,High Fidelity (Hi-Fi),30 Ms,,
1601430046932,200mAh,Semi-in-ear,IPX-5,,Yes,1-3 hours,LED,Type-C,JL,,Touch Control,,ABS+PC,Yes,,,,45Min(Earphone)
1601391117442,200mAh,Semi-in-ear,IPX-6,yyk-q39,Yes,1-3 hours,LED,Type-C,JL,AAC,"Voice Control, Touch Control",Single Color,Plastic,Yes,Surround Sound,31-40 ms,Wireless Headphone YYK-Q39,
1601705963476,200-500mah,Semi-in-ear,IPX-4,None,,1-3 hours,Digital Display,Type-C,AC7023D,,Touch Control,No Light,Plastic,,,,,
1601553016313,230mah,Semi-in-ear,IPX-5,JEDEL,Yes,1-3 hours,LED,Type-C,Other,Apt-X HD,Touch Control,MULTICOLOR,ABS,Yes,High Fidelity (Hi-Fi),30 Ms,,
1601723520134,200-500mah,Semi-in-ear,IPX-4,OEM,No,1-3 hours,Digital Display,Type-C,JL,AAC,Touch Control,No Light,Plastic,Yes,High Fidelity (Hi-Fi),31-40 ms,,
1600308379417,40 mAh / 500 mAh,,IPX-5,OEM & ODM,,,LED,,JL,,,,,Yes,,above 60 ms,,1.5H
11000017188108,400mah,Semi-in-ear,IPX-5,,,,,,QCC3091,,,,,,,,,1.5hours
1601414546184,30 mAh / 320 mAh,,IPX-3,OEM & ODM,,,LED,,JL,,,,,Yes,,41-50 ms,,
1601514539449,200-500mah,,IPX-4,SHINECON,,1-3 hours,LED,Type-C,JL,Apt-X HD,Touch Control,Single Color,Plastic,No,High Fidelity (Hi-Fi),41-50 ms,,
1601596435345,200mah/25mah,,IPX-5,OEM/ODM,,1-3 hours,LED,Type-C,Bluetrum,LC3,Touch Control,No Light,Plastic,Yes,"Stereo, High Fidelity (Hi-Fi)",41-50 ms,,
1601701631499,200-500mah,Semi-in-ear,IPX-6,Customizable private brand,Yes,1-3 hours,Digital Display,Type-C,Broadcom,LHDC,"App Control, Button Control, Touch Control",No Light,Plastic,No,"High Fidelity (Hi-Fi), Stereo, Surround Sound",31-40 ms,,
1601666165534,300mah,Semi-in-ear,Life waterproof,OKOP,Yes,1-3 hours,LED indicator,Type-C,Zhongke Lanxun,,Touch Control,RGB,PC ABS,Yes,Stereo,,Wireless Earphone,
1601284464734,950mah case,,IPX-5,SIBYL,,,LED,,,,,,ABS,Yes,,above 60 ms,small earphone,
1601719769333,200-500mah,,IPX-4,Brightblue,,1-3 hours,LED,Type-C,JL,AAC,Touch Control,No Light,Plastic,Yes,Stereo,31-40 ms,,
1601594660717,200mah,,IPX-4,Wedtserha,,1-3 hours,Digital Display,"Type-C, Micro USB",JL,AAC,Touch Control,No Light,Plastic,Yes,High Fidelity (Hi-Fi),less than 30ms,,
1601569145144,200-500mah,,IPX-4,Lenovo,,1-3 hours,LED,Type-C,Other,"AAC, Sbc",Touch Control,No Light,Plastic,Yes,"High Fidelity (Hi-Fi), Bass Boost, Surround Sound, Stereo",41-50 ms,,1.5H
1601693817650,200-500mah,Semi-in-ear,IPX-4,Customized,No,1-3 hours,LED,Type-C,Bluetrum,AAC,Touch Control,Single Color,Plastic,Yes,"Bass Boost, High Fidelity (Hi-Fi)",31-40 ms,,
1601722201279,180mAh,Semi-in-ear,IPX-4,,Yes,1-3 hours,Digital Display,Type-C,AB5656C2,,Touch Control,,Plastic,No,"High Fidelity (Hi-Fi), Stereo",less than 30 ms,J67,1-2 hrs
1601724851986,200-500mah,Semi-in-ear,No,,Yes,1-3 hours,LED,Type-C,JL,,Touch Control,No Light,Plastic,Yes,High Fidelity (Hi-Fi),less than 30 ms,,
1601721972409,200mAh,Semi-in-ear,IPX-5,XIAOMI,Yes,1-3 hours,LED,TYPE-C,JL,AAC,App Control,Single Color,ABS,No,High Fidelity (Hi-Fi),less than 30 ms,,
1601615477025,300mAh,Semi-in-ear,IPX-4,,Yes,1-3 hours,LED,Type-C,JL,"AAC, LC3",Touch Control,No Light,ABS,No,"Bass Boost, Stereo, Surround Sound",41-50 ms,,
1601569454393,200-500mah,,IPX-4,aweiyi,,1-3 hours,Digital Display,Type-C,Other,None,Touch Control,No Light,Zinc Alloy,Yes,High Fidelity (Hi-Fi),less than 30ms,,
1601659504981,200-500mah,Semi-in-ear,IPX-5,,,,Digital Display,,Others,AAC,,No Light,,,,above 60 ms,,
1601714962817,200-500mah,Semi-in-ear,IP54,Other,Yes,1-3 hours,LED,Type-C,Other,"AAC, LHDC","App Control, Touch Control",No Light,Plastic,Yes,"High Fidelity (Hi-Fi), Stereo, Surround Sound",31-40 ms,,
1601633082592,200-500mah,Semi-in-ear,IPX-3,,,,LED,,,,,,Plastic,,,,,
1601672695447,200mAh,Semi-in-ear,IPX-6,KINGSTAR,Yes,1-3 hours,LED,Type-C,Other,None,,Single Color,ABS,,"High Fidelity (Hi-Fi), Stereo",31-40 ms,TWS earphones,
1601721059739,300mah,Semi-in-ear,IPX-4,TXW,Yes,1-3 hours,Digital Display,Type-C,JL,,Touch Control,,Plastic,Yes,Stereo,less than 30 ms,Wireless Earphone,1 Hour
1601716944898,200-500mah,,IPX-4,other,,1-3 hours,Digital Display,Type-C,JL,,"App Control, Touch Control",Single Color,Plastic,No,High Fidelity (Hi-Fi),30 Ms,,
1600988830947,35mAh/400mAh,,IPX-4,SIBYL,,,,,Blurtrum,,,,ABS earphones headphones,Yes,,above 60 ms,,
1601722224708,200-500mah,,IPX-1,2-in-1 wireless earphones,,1-3 hours,Battery level indicator,Type-C,Zhongke Lanxun,,Touch Control,No Light,Plastic,Yes,Stereo,less than 30 ms,wireless earphones,
1601727893073,200-500mah,Semi-in-ear,IPX-4,N/A,Yes,1-3 hours,LED,Type-C,High-Performance Bluetooth Audio Chip,"AAC, Sbc",Touch Control,No Light,ABS plastic + soft silicone ear tips,Yes,"HiFi Stereo, Deep Bass, Clear Calls",51-60 ms,,
1601406948201,200-500mah,Semi-in-ear,IPX-5,No,Yes,1-3 hours,Digital Display,Type-C,JL,,"Touch Control, App Control",,ABS,No,,30 Ms,,
1601727596054,200-500mah,,IPX-2,OEM,,1-3 hours,LED,Type-C,AB5656C,,,,Plastic,Yes,,less than 30ms,,
1601723438605,200-500mah,Semi-in-ear,IPX-4,OEM,No,1-3 hours,Digital Display,Type-C,JL,AAC,Touch Control,No Light,Plastic,Yes,High Fidelity (Hi-Fi),31-40 ms,,
1601710557288,230mAh,Semi-in-ear,other,,,,,,,,,,,,,,,
1600456111470,28mAh/180mAh,,Life-level,,,,LED,,,,,,,,,,,
1601524513031,200-500mah,,IPX-5,qunayunzs,,1-3 hours,LED,Type-C,JL,Apt-X HD,Touch Control,,Plastic,Yes,High Fidelity (Hi-Fi),less than 30ms,Max 90 tws earphone,1-2 Hours
1601712249608,30mAh,Semi-in-ear,IPX-4,onikuma,Yes,1-3 hours,LED,Type-C,AC6973D4,AAC,Touch Control,No Light,Plastic,Yes,"Stereo, High Fidelity (Hi-Fi)",31-40 ms,ONIKUMA TX603 ENC TWS Wireless Gaming Earbuds,1.5H
1601391782748,500mAh,Semi-in-ear,IPX-4,pro max headphones,Yes,1-3 hours,LED,Type-C,JL,,,,ABS,Yes,,41-50 ms,headphones wireless bluetooth,1-2 Hours
1600709716388,500-1000mah,Semi-in-ear,IPX-5,XBOON,Yes,1-3 hours,Digital Display,Micro USB,JL,AAC,Touch Control,No Light,Plastic,No,"Bass Boost, Stereo",less than 30 ms,,
1601112808665,300mah,,IPX-4,Miccell,,1-3 hours,LED,Type-C,JL,,Touch Control,,ABS,Yes,,51-60 ms,TWS Wireless Earbuds,About 1-2 Hour
1601725498808,200-500mah,,IPX-5,,,1-3 hours,LED,Type-C,JL,AAC,,RGB,ABS+PC,Yes,"High Fidelity (Hi-Fi), Stereo",31-40 ms,,
1601574192353,200-500mah,In ear,IPX-5,PXF,Yes,1-3 hours,,Type-C,,"AAC, Sbc",Touch Control,,"Plastic, ABS",Yes,"High Fidelity (Hi-Fi), Bass Boost, Surround Sound, Stereo",less than 30 ms,J11Max ANC ENC TWS Bluetooth Earbuds,
1601721458197,200-500mah,,IPX-5,OEM,,1-3 hours,Digital Display,Type-C,JL,AAC,Touch Control,RGB,Plastic,Yes,High Fidelity (Hi-Fi),31-40 ms,,
1601693427954,200-500mah,Semi-in-ear,IPX-4,OEM,No,1-3 hours,Digital Display,Type-C,Bluetrum,AAC,Touch Control,Single Color,Plastic,Yes,High Fidelity (Hi-Fi),31-40 ms,,
1601719510180,200-500mah,Semi-in-ear,IPX-5,,Yes,1-3 hours,LED,"Wireless Charging, Micro USB, Type-C",,,"App Control, Touch Control",,,Yes,,less than 30 ms,,
1601488661873,200-500mah,,IPX-5,None,,1-3 hours,LED,Type-C,Bluetrum,,Touch Control,No Light,Plastic,Yes,High Fidelity (Hi-Fi),30 Ms,,
1601044078954,30mAh,,IPX-4,WELL-WIN,,,Digital Display,,JL,,,,,No,,51-60 ms,,
1601719705547,<200mah,,IPX-1,Somostel,,1-3 hours,LED,Type-C,,,Button Control,,"Plastic, Metal",,"Stereo, High Fidelity (Hi-Fi), Surround Sound",less than 30ms,,1-1.5 Hours
1601042507909,300mAh+30mAh,,IPX-4,OEM,,1-3 hours,LED,Type-C,SmartLink,None,Button Control,Single Color,ABS,No,Bass Boost,41-50 ms,,
1601678083449,200-500mah,,IPX-4,GENAI,,1-3 hours,LED,Type-C,JL,"AAC, Sbc",Touch Control,,ABS+PC,Yes,Stereo,,,
1601484399741,500-1000mah,Semi-in-ear,IPX-7,Soundcore,Yes,1-3 hours,LED,Type-C,JL,,Touch Control,,Plastic,No,High Fidelity (Hi-Fi),less than 30 ms,Soundcore Sport X10,1~3 Hours
1601719460167,200mah,,IPX-4,Shareez,,1-3 hours,LED,Type-C,JL,AAC,Touch Control,Single Color,ABS,Yes,"Surround Sound, Stereo",51-60 ms,TWS earbuds,1-2H
1601497438547,320mAh,Semi-in-ear,IPX-4,OEM,Yes,1-3 hours,Digital Display,Type-C,JL AD6973,"AAC, Sbc",Touch Control,No Light,ABS+PC,Yes,Stereo,51-60 ms,,
1601702712217,200-500mah,Semi-in-ear,IPX-5,OEM,,1-3 hours,Digital Display,Type-C,,,Touch Control,RGB,Plastic,,,,,
1601719410221,200mAh,Semi-in-ear,IPX-2,SUN-RISE,Yes,1-3 hours,LED,Type-C,,,Touch Control,,Plastic,,"Stereo, High Fidelity (Hi-Fi)",,,
1601720583579,200-500mah,,IPX-4,Brightblue,,1-3 hours,LED,Type-C,Bluetrum,AAC,Touch Control,No Light,Plastic,Yes,Stereo,31-40 ms,,
1601074912616,200,,IPX-3,Kiki Shoot,,,LED,,Others,,,,ABS,Yes,,30 Ms,,
1601719427778,200-500mah,Semi-in-ear,IPX-5,,Yes,1-3 hours,LED,"Wireless Charging, Micro USB, Type-C",,,"App Control, Touch Control",,,Yes,,less than 30 ms,,
1601718862036,200-500mah,,IPX-5,Lenovo,,1-3 hours,LED,Type-C,Other,"AAC, Sbc",Touch Control,RGB,Plastic,Yes,"High Fidelity (Hi-Fi), Bass Boost, Surround Sound, Stereo",41-50 ms,,About 1.5 hours
1601718826293,200-500mah,Semi-in-ear,IPX-5,,Yes,1-3 hours,LED,"Wireless Charging, Micro USB, Type-C",,,"App Control, Touch Control",,,Yes,,less than 30 ms,,
1601718655566,200-500mah,Semi-in-ear,IPX-4,JYQ/OEM,No,1-3 hours,Battery Indicator Light,Type-C,Other,AAC,Button Control,No Light,ABS+PC,Yes,"Bass Boost, High Fidelity (Hi-Fi), Stereo, Surround Sound",above 60 ms,Low Price V5.3 TWS In-Ear Earbuds Wireless Earphones,1.5 Hours
1601718584108,2000-3000mah,Semi-in-ear,IPX-5,Customizable private brand,Yes,1-3 hours,LED,Type-C,JL,LHDC,"App Control, Button Control, Touch Control",No Light,Plastic,No,"High Fidelity (Hi-Fi), Stereo, Surround Sound",31-40 ms,,
1601718573567,200-500mah,Semi-in-ear,IPX-4,ZAYSON,Yes,1-3 hours,LED,Type-C,Bluetrum,,Touch Control,,,Yes,"Stereo, High Fidelity (Hi-Fi)",,,
1601718533734,200-500mah,Semi-in-ear,IPX-4,JYQ/OEM,No,1-3 hours,Battery Indicator Light,Type-C,Other,AAC,Button Control,No Light,ABS+PC,Yes,"Bass Boost, High Fidelity (Hi-Fi), Stereo, Surround Sound",above 60 ms,Wholesale TWS Cheap Price Wireless Earphones With digital display,1.5 Hours
1601718516390,200-500mah,,IPX-2,SUN-RISE,,1-3 hours,LED,Type-C,,,Touch Control,,Plastic,,"Stereo, High Fidelity (Hi-Fi)",,,
1601718421381,200-500mah,,IPX-2,SUN-RISE,,1-3 hours,LED,Type-C,,,Touch Control,,Plastic,,"Stereo, High Fidelity (Hi-Fi)",,,
1601718416701,200-500mah,Semi-in-ear,IPX-6,LDNIO,,,Digital Display,,JL,,,,ABS+PC,Yes,,,,
1601718392491,200mAh,Semi-in-ear,IPX-2,SUN-RISE,Yes,1-3 hours,LED,Type-C,,,Touch Control,,Plastic,,"Stereo, High Fidelity (Hi-Fi)",,,
1601717978228,400mah,Semi-in-ear,IPX-4,,,1-3 hours,Digital Display,Type-C,,,Button Control,,pp,,,,,
1601717876554,300mah,Semi-in-ear,IPX-0,Maimi,Yes,1-3 hours,Digital Display,Type-C,JL,,Touch Control,,ABS,Yes,,less than 30 ms,Maimi G66-ENC/WIFI screen display TWS earbuds,2 Hours
1601717783984,400mah,Semi-in-ear,IPX-4,,Yes,3-5 hours,Digital Display,Type-C,,AAC,Touch Control,Multicolor,Plastic,Private Mold,Surround Sound,,,1.5H
1601717760801,2*30mAh,Semi-in-ear,IP53,,,1-3 hours,LED,Type-C,,,,,,Yes,,,Wireless Earphone,
1601717659562,200-500mah,Semi-in-ear,IPX-4,OEM,Yes,1-3 hours,Digital Display,Type-C,JL,AAC,Touch Control,Single Color,Plastic,,Bass Boost,31-40 ms,,
1601717598842,<200mah,,IPX-4,OEM Brand,,1-3 hours,LED,Type-C,Bluetrum,AAC,Touch Control,Single Color,Plastic,No,"High Fidelity (Hi-Fi), Studio Level",30 Ms,,
1601716895586,150mah,,IPX-4,Wedtserha,,1-3 hours,Digital Display,Type-C,JIE LI 7023,AAC,Touch Control,,Plastic,Yes,High Fidelity (Hi-Fi),less than 30ms,Y02 TWS Wireless Earbuds,
1601716854521,200-500mah,Semi-in-ear,Life-waterproof,,,,Digital display,Type-C,Zhongke Lanxun,,Voice control,,Plastic,Yes,High sound quality,,,
1601716828826,150mah,,IPX-4,Wedtserha,,1-3 hours,Digital Display,Type-C,JIE LI 7023,AAC,Touch Control,,Plastic,Yes,High Fidelity (Hi-Fi),less than 30ms,Y01 TWS Wireless Earbuds,
1601716782720,200-500mah,,Life-waterproof,,,,Digital display,Type-C,Zhongke Lanxun,,Voice control,,,Yes,High sound quality,,,
1601715837027,Earbuds 30mAh/charging box 400mAh,Semi-in-ear,IPX-5,OEM Support,Yes,1-3 hours,LED,Type-C,,"AAC, Sbc",Touch Control,,ABS+Silicone,Yes,Stereo,51-60 ms,ANC TWS Wireless Earbuds,
1601715782928,200,Semi-in-ear,IPX-5,XBOON,Yes,1-3 hours,Digital Display,Type-C,,,Touch Control,,Plastic,Yes,"High Fidelity (Hi-Fi), Bass Boost, Stereo",less than 30 ms,,
1601715752976,200-500mah,,IPX-5,XBOON,,1-3 hours,LED,Type-C,,Sbc,Touch Control,,ABS,No,"Bass Boost, Stereo",30 Ms,HL12 Earphones,
1601715727355,Earbuds 30mAh/charging box 400mAh,Semi-in-ear,IPX-5,OEM Support,Yes,1-3 hours,LED,Type-C,,"AAC, Sbc",Touch Control,,ABS+Silicone,Yes,Stereo,51-60 ms,ANC TWS Wireless Earbuds,
1601715672999,200-500mah,,IPX-3,SUN-RISE,,1-3 hours,LED,Type-C,,,Touch Control,,,,"Stereo, High Fidelity (Hi-Fi)",,,
1601715341341,None,Semi-in-ear,None,,,,Digital display screen,,Luoda,,Voice control,,PC+ABS,,,,,
1601715065122,250mAh,Semi-in-ear,IPX-3,SUN-RISE,Yes,1-3 hours,LED,Type-C,,,Touch Control,,"Plastic, Metal",,"Stereo, Surround Sound, High Fidelity (Hi-Fi)",,,
1601714998737,500-1000mah,Semi-in-ear,IP54,Other,Yes,1-3 hours,LED,Type-C,Other,"AAC, LHDC","App Control, Touch Control",No Light,Plastic,Yes,"High Fidelity (Hi-Fi), Stereo, Surround Sound",31-40 ms,,
1601714989722,500-1000mah,Semi-in-ear,IP54,Other,Yes,1-3 hours,LED,Type-C,Other,"AAC, LHDC","App Control, Touch Control",No Light,Plastic,Yes,"High Fidelity (Hi-Fi), Stereo, Surround Sound",31-40 ms,,
1601714963892,500-1000mah,Semi-in-ear,IP54,Other,Yes,1-3 hours,LED,Type-C,Other,"AAC, LHDC","App Control, Touch Control",No Light,Plastic,Yes,"High Fidelity (Hi-Fi), Stereo, Surround Sound",31-40 ms,,
1601714913927,200-500mah,Semi-in-ear,IPX-4,OEM,Yes,1-3 hours,Digital Display,Type-C,JL,"AAC, APT-X, Sbc",,,Plastic,Yes,"Surround Sound, High Fidelity (Hi-Fi), Stereo",above 60 ms,TWS Earbuds,
1601714872724,500-1000mah,,IPX-3,,,1-3 hours,Digital Display,Type-C,JL,,Touch Control,No Light,Plastic,Yes,Stereo,less than 30ms,,
1601714872691,500-1000mah,Semi-in-ear,IP54,Other,Yes,1-3 hours,LED,Type-C,Other,"AAC, LHDC","App Control, Touch Control",No Light,Plastic,Yes,"High Fidelity (Hi-Fi), Stereo, Surround Sound",31-40 ms,,
